BU,Product Name,# Project Key:1,Project Name:2,Branch:3,Last Analysis:4,bugs:5,vulnerabilities:6,code_smells:7,security_hotspots:8,reliability_rating:9,security_rating:10,sqale_rating:11,security_review_rating:12,sqale_debt_ratio:13,sqale_index:14,coverage:15,duplicated_lines_density:16,security_hotspots_reviewed:17,new_bugs:18,new_vulnerabilities:19,new_code_smells:20,new_security_hotspots:21,new_reliability_rating:22,new_security_rating:23,new_maintainability_rating:24,new_security_review_rating:25,new_sqale_debt_ratio:26,new_coverage:27,new_duplicated_lines_density:28,new_security_hotspots_reviewed:29,ncloc:30,iz_component_dw:31,ncloc_language_distribution:32,iz_error_loggers:33,functions:34,burned_budget:35,major_violations:36,new_conditions_to_cover:37,new_blocker_violations:38,iz_global_exception_conf:39,business_value:40,iz_trace_loggers:41,classes:42,comment_lines:43,complexity:44,blocker_violations:45,reopened_issues:46,iz_component_flows:47,info_violations:48,comment_lines_density:49,alert_status:50,lines:51,files:52,iz_info_loggers:53,iz_debug_loggers:54,skipped_tests:55,lines_to_cover:56,new_minor_violations:57,new_uncovered_conditions:58,duplicated_files:59,tests:60,iz_component_batch:61,projects:62,iz_component_ws:63,new_security_remediation_effort:64,confirmed_issues:65,iz_component_ftp:66,minor_violations:67,iz_component_loggers:68,security_remediation_effort:69,test_execution_time:70,uncovered_conditions:71,test_success_density:72,test_failures:73,iz_scripting_components:74,team_size:75,violations:76,iz_component_vm:77,open_issues:78,iz_api_no_of_apis:79,duplicated_blocks:80,new_uncovered_lines:81,iz_client:82,new_violations:83,wont_fix_issues:84,directories:85,conditions_to_cover:86,iz_business_group:87,effort_to_reach_maintainability_rating_a:88,quality_gate_details:89,new_line_coverage:90,new_lines_to_cover:91,false_positive_issues:92,iz_component_file:93,generated_ncloc:94,iz_listener_http:95,new_critical_violations:96,iz_listener_https:97,duplications_data:98,new_duplicated_lines:99,cognitive_complexity:100,new_branch_coverage:101,reliability_remediation_effort:102,generated_lines:103,iz_muit_exists:104,iz_component_database:105,uncovered_lines:106,releasability_rating:107,iz_warn_loggers:108,new_lines:109,critical_violations:110,line_coverage:111,statements:112,duplicated_lines:113,new_reliability_remediation_effort:114,new_duplicated_blocks:115,new_major_violations:116,new_technical_debt:117,new_info_violations:118,test_errors:119,iz_mule_version:120,branch_coverage:121,URL:122
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,develop,4/28/2023,18,3,115,3,3,4,1,5,1.10%,1074,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3255,11,api=1390;mule=1865,0,,,25,0,0,No,,0,,,,0,0,7,37,,OK,3610,71,0,0,,,0,0,0,,0,,0,0,0,0,73,24,33,,,,,0,,136,0,136,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,270,,Yes,0,,,0,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi,admsne-troublecalls-req-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-troublecalls-req-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-vehicles-app,admsne-vehicles-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-vehicles-app&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2463,6,api=973;mule=1490,0,,,21,0,0,No,,0,,,,0,0,4,24,,OK,2859,62,9,0,,,0,0,0,,0,,0,0,0,0,43,17,3,,,,,0,,89,0,89,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,225,,No,0,,,1,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi,admsne-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsne-weatherdata-sapi&branch=master
,,6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outage-sapi,admsny-outages-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsny-outage-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,develop,4/28/2023,18,3,151,3,3,4,1,5,1.10%,1272,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,3815,16,api=1621;mule=2194,0,,,26,0,0,No,,0,,,,0,0,10,59,,OK,4217,86,0,0,,,0,0,0,,0,,0,0,0,0,86,36,33,,,,,0,,172,0,172,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,270,,Yes,0,,,0,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-req-sapi&branch=master
,,6d006d9e-f49c-4289-997d-55365c7a6185:admsny-troublecalls-req-sapi,admsny-troublecalls-req-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsny-troublecalls-req-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api,admsny-troublecalls-res-api,develop,11/11/2022,0,0,37,1,1,1,1,5,0.50%,242,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,,,1522,6,mule=1522,0,,,2,0,0,No,,0,,,,0,0,3,17,,OK,1859,35,0,0,,,0,0,0,,0,,0,0,0,0,18,15,0,,,,,0,,37,0,37,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,0,0,0,,0,,,0,,Yes,0,,,0,0,0,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api,admsny-troublecalls-res-api,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-troublecalls-res-api&branch=master
,,6d006d9e-f49c-4289-997d-55365c7a6185:admsny-vehicles-app,admsny-vehicles-app,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=6d006d9e-f49c-4289-997d-55365c7a6185:admsny-vehicles-app&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,develop,4/28/2023,15,1,73,2,3,4,1,5,0.90%,674,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2421,6,api=955;mule=1466,0,,,21,0,0,No,,0,,,,0,0,4,24,,OK,2818,62,9,0,,,0,0,0,,0,,0,0,0,0,43,17,3,,,,,0,,89,0,89,0,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,225,,No,0,,,1,4,1,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi,admsny-weatherdata-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:admsny-weatherdata-sapi&branch=master
,,0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi,ags-css-sapi,master,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,16,api=271;mule=1800,0,,,25,0,0,No,,0,,,,0,0,8,61,,OK,2205,39,0,0,,,0,0,0,,0,,0,0,0,0,31,18,9,,,,,0,,122,0,122,1,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,210,,Yes,0,,,0,4,5,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=0b71ec1d-a9ef-423b-a599-66c396fc16ba:ags-css-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,develop,5/24/2023,14,3,105,3,3,4,1,5,1.00%,635,,0.00%,0,0,0,0,0,1,1,1,1,0.00%,,0.00%,,2071,16,api=271;mule=1800,0,,,25,0,0,No,,0,,,,0,0,8,61,,OK,2205,39,0,0,,,0,0,0,,0,,0,0,0,0,31,18,9,,,,,0,,122,0,122,1,0,0,,0,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,210,,Yes,0,,,0,1,5,,,0,0,0,0,0,0,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi,ags-css-sapi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:ags-css-sapi&branch=master
,,56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,develop,4/28/2023,16,1,70,3,3,4,1,5,0.70%,583,,0.00%,0,0,0,6,0,1,1,1,1,0.00%,,0.00%,,2834,5,api=1010;mule=1824,0,,,18,0,0,No,,0,,,,0,0,4,25,,OK,3042,63,0,0,,,4,0,0,,0,,0,0,0,0,41,17,3,,,,,0,,87,0,87,0,0,0,,6,0,,,NA,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,2,0,0,,0,,,240,,Yes,0,,,0,74,3,,,0,0,0,0,31,2,,4.x,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi&branch=develop
,,56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi,alarms-papi,master,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=56c14f77-79ed-4de3-8313-d542ea9f232b:alarms-papi&branch=master
,,AMI_Data_Pipeline,AMI_Data_Pipeline,feature/devPOC,4/12/2023,0,0,3,0,1,1,1,1,1.70%,15,0.00%,0.00%,,0,0,0,0,1,1,1,1,0.00%,,0.00%,,29,0,py=29,0,2,,2,0,0,,,0,0,1,2,0,0,0,0,3.30%,OK,116964,15,0,0,,20,0,0,0,,0,,0,0,0,0,1,0,0,,,,,0,,3,0,3,0,0,0,,0,0,,,,0,"{""level"":""OK"",""conditions"":[{""metric"":""new_reliability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_security_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_maintainability_rating"",""op"":""GT"",""period"":1,""error"":""1"",""actual"":""1"",""level"":""OK""},{""metric"":""new_duplicated_lines_density"",""op"":""GT"",""period"":1,""error"":""3"",""actual"":""0.0"",""level"":""OK""}],""ignoredConditions"":false}",,0,0,0,,0,0,0,,0,1,,0,,,0,20,,0,13,0,0.00%,20,0,0,0,0,0,0,,,,https://sonarqube-us.nationalgrid.com/dashboard?id=AMI_Data_Pipeline&branch=feature/devPOC
